time,h,mean_energy,mean_velocity
0,0,0,0
1.1442e-06,0.95972,8.4279866854792e-20,348137.0240742
2.2884e-06,0.95972,8.4034829071559e-20,347729.34069971
3.4326e-06,0.95972,8.4026554626771e-20,347878.10513401
4.5768e-06,0.95972,8.4120577917744e-20,348398.76736681
5.721e-06,0.95972,8.4125181723241e-20,348507.34934351
6.8652e-06,0.95972,8.4090642574684e-20,348438.50823418
8.0094e-06,0.95972,8.4435214234243e-20,349286.21346462
9.1536e-06,0.95972,8.4441956245435e-20,349031.72126462
1.02978e-05,0.95972,8.4244760516919e-20,348677.67701147
1.1442e-05,0.95972,8.4240614047567e-20,348626.96890513
1.25862e-05,0.95972,8.4195833183355e-20,348359.77860886
1.37304e-05,0.95972,8.4280391308135e-20,348645.99222317
1.48746e-05,0.95972,8.4250915904233e-20,348638.90175031
1.60188e-05,0.95972,8.4194990605393e-20,348791.26243261
1.7163e-05,0.95972,8.4371352666419e-20,348929.12790243
1.83072e-05,0.95972,8.4312714147449e-20,348622.67745755
1.94514e-05,0.95972,8.4383605294314e-20,348520.92240572
2.05956e-05,0.95972,8.4311770172143e-20,348221.3133592
2.17398e-05,0.95972,8.4553997376264e-20,348627.25846428
2.2884e-05,0.95972,8.4575249113724e-20,348678.28530829
2.40282e-05,0.95972,8.4807574103727e-20,349023.87378715
2.51724e-05,0.95972,8.5010848393861e-20,349272.5079372
2.63166e-05,0.95972,8.5160162140852e-20,349473.24570792
2.74608e-05,0.95972,8.5236515771528e-20,349506.22259635
2.8605e-05,0.95972,8.5118417165852e-20,349426.34693592
2.97492e-05,0.95972,8.4880993308233e-20,349320.71747656
3.08934e-05,0.95972,8.4997493545129e-20,349924.67248569
3.20376e-05,0.95972,8.5371689388349e-20,350814.0151275
3.31818e-05,0.95972,8.5552429279955e-20,351318.72358992
3.4326e-05,0.95972,8.5397009985779e-20,350965.71193252
3.54702e-05,0.95972,8.5329313286919e-20,350635.2603223
3.66144e-05,0.95972,8.538983644238e-20,350530.61462822
3.77586e-05,0.95972,8.555183075799e-20,350783.17348729
3.89028e-05,0.95972,8.5808638927744e-20,351210.29521584
4.0047e-05,0.95972,8.5567521887129e-20,350685.18711203
4.11912e-05,0.95972,8.5609577059486e-20,350732.83771605
4.23354e-05,0.95972,8.5742390689406e-20,351137.99352436
4.34796e-05,0.95972,8.5649434330644e-20,350917.28925899
4.46238e-05,0.95972,8.573823591002e-20,351234.38263609
4.5768e-05,0.95972,8.5530281403702e-20,350811.67202725
4.69122e-05,0.95972,8.5549343953212e-20,350880.43893774
4.80564e-05,0.95972,8.5372061241434e-20,350456.75555777
4.92006e-05,0.95972,8.5323570204695e-20,350427.00475713
5.03448e-05,0.95972,8.5609788367098e-20,351048.84684263
5.1489e-05,0.95972,8.5394578966756e-20,350697.3968863
5.26332e-05,0.95972,8.5321574136339e-20,350634.7633824
5.37774e-05,0.95972,8.5320699317323e-20,350686.07660381
5.49216e-05,0.95972,8.5457998582117e-20,350907.38626281
5.60658e-05,0.95972,8.5372612038796e-20,350634.18922658
5.721e-05,0.95972,8.5407672143574e-20,350567.51543853
5.83542e-05,0.95972,8.5534239108836e-20,350554.38730306
5.94984e-05,0.95972,8.555570921407e-20,350778.21860562
6.06426e-05,0.95972,8.5425511724423e-20,350642.81514909
6.17868e-05,0.95972,8.5103585151909e-20,349859.96055457
6.2931e-05,0.95972,8.4936241601917e-20,349409.70065249
