time,h,mean_energy,mean_velocity
0,0,0,0
1,4,0.5343173645165,0.8242018470842
2,4,0.5384801055343,0.8257167409135
3,4,0.53913469627382,0.8273386735213
4,4,0.53648738619752,0.82639458755259
5,4,0.53563262759053,0.82525586537169
6,4,0.53257933274163,0.82084584738836
7,4,0.53605466993718,0.82081633214554
8,4,0.53914988208814,0.8202957488849
9,4,0.53881097507279,0.81801743410703
10,4,0.53793920970783,0.81831491267038
11,4,0.54167968168719,0.82345782344753
12,4,0.54172543063334,0.82399810649746
13,4,0.54800577430421,0.83050410733276
14,4,0.55014777457761,0.83269075835796
15,4,0.55041432917143,0.82989629846639
16,4,0.55267698570891,0.83085648665527
17,4,0.55402237839769,0.8336756647252
18,4,0.55340757382324,0.83261048999379
19,4,0.55823954059374,0.83407162265599
20,4,0.55949174757646,0.83127945056204
21,4,0.55715138436778,0.82993335037905
22,4,0.55762574291123,0.83319581607643
23,4,0.55582413152717,0.83670863039165
24,4,0.55965464634796,0.84016642284456
25,4,0.55439486069924,0.83190494364096
26,4,0.55433207455545,0.83171056484647
27,4,0.55526947445498,0.83267443159538
28,4,0.55374287009216,0.83291316341396
29,4,0.56069356902821,0.83864871656063
30,4,0.56410616364019,0.83791536209291
31,4,0.56303742998352,0.83580565792232
32,4,0.56071768324046,0.83599662297356
33,4,0.55781382304374,0.83743792084125
34,4,0.55646319314387,0.83670851521204
35,4,0.55648734764854,0.83663361734321
36,4,0.55896810446296,0.83585648565501
37,4,0.56102525955149,0.83428300031587
38,4,0.5661667651088,0.83893354799109
39,4,0.5703194790512,0.8462002069984
40,4,0.57075235677696,0.84416627496956
41,4,0.56907111583649,0.84155325745469
42,4,0.57037652532968,0.84195732302088
43,4,0.56769620467153,0.83967050349247
44,4,0.56958592660949,0.84596044934995
45,4,0.57100969311379,0.85168056901949
46,4,0.57094808043205,0.84599197816067
47,4,0.57112805820257,0.84104680991319
48,4,0.5781876838177,0.84438777401665
49,4,0.58344732952967,0.85136537305651
50,4,0.58325774529082,0.85269030263865
51,4,0.58508135802787,0.85353646766861
52,4,0.5840046947416,0.8525740198117
53,4,0.58768668296776,0.85224743810796
54,4,0.58394106373559,0.85010946631189
55,4,0.58798149172531,0.85683649994077
56,4,0.58547993804393,0.85569477453571
57,4,0.58814411241874,0.85647113950712
58,4,0.58630345141002,0.85499359592441
59,4,0.58694558222418,0.85602926761071
60,4,0.58604462064976,0.85672270721094
61,4,0.58423109670382,0.85503616672313
62,4,0.58669602823153,0.85908605327669
63,4,0.58539800926016,0.8577514866473
64,4,0.58128211673857,0.85269916185622
65,4,0.58482859795989,0.8535753247023
66,4,0.58756301336858,0.85753498916328
67,4,0.58530898485586,0.85595091389201
68,4,0.59090481231634,0.86382521850404
69,4,0.59131594894978,0.86309761772018
70,4,0.59334799806611,0.86086201613466
71,4,0.59620238656964,0.85988683798293
72,4,0.59967964495346,0.86415491829845
73,4,0.60266866342822,0.86590385292172
74,4,0.59451750175078,0.85945263229358
75,4,0.59794719085495,0.8595799987471
76,4,0.60046315262782,0.86154193849148
77,4,0.60439613461482,0.8639132725207
78,4,0.605495067761,0.86682475109548
79,4,0.60558900805514,0.86782750904467
80,4,0.60681724303441,0.87089587087954
81,4,0.60599326010746,0.86921095824806
82,4,0.60776504225559,0.86855452719531
83,4,0.60559788765547,0.86589949030244
84,4,0.61123381200418,0.87050055648835
85,4,0.61057065560925,0.87099889371698
86,4,0.61066026979161,0.86630241806565
87,4,0.60661404780344,0.86568267571075
88,4,0.6138443304415,0.87548770381051
89,4,0.61138533364233,0.87601442839415
90,4,0.6183975367966,0.87841351369489
91,4,0.61271036681318,0.87356111152301
92,4,0.61495876598628,0.87549700316367
93,4,0.62055207716736,0.8827848083425
94,4,0.61727222272468,0.88118611483779
95,4,0.62056187676303,0.87691985574753
96,4,0.6210309612345,0.87869214313709
97,4,0.62780429801728,0.88336822151058
98,4,0.62633084222834,0.88351403871821
99,4,0.63166764463365,0.88712522333155
100,4,0.62875668320573,0.88411633314393
101,4,0.62688714646993,0.88382033386769
102,4,0.63512372795767,0.88803949404589
103,4,0.63709339957668,0.88859950813718
104,4,0.63630453877104,0.88657811575919
105,4,0.63755993521761,0.89085702369464
106,4,0.64684248171464,0.89855613814236
107,4,0.64378920261806,0.89451835924168
108,4,0.64362750843909,0.89092686887276
109,4,0.65554737730598,0.89594165901309
110,4,0.65726125968558,0.89820042824786
111,4,0.66206939705615,0.90548343880438
112,4,0.6625143854398,0.90808632198431
113,4,0.66101445309999,0.90304960495576
114,4,0.65949590924618,0.90263151505075
115,4,0.65330681367467,0.89914540323762
116,4,0.66866259090325,0.91199801034478
117,4,0.67138610715045,0.91223969687648
118,4,0.6666633291324,0.90297808997946
119,4,0.66918201558818,0.90613188292412
120,4,0.67194297629926,0.90824951403284
121,4,0.67496617534822,0.91344431099897
122,4,0.67223798911641,0.91112113889151
123,4,0.67135145067975,0.91301785708626
124,4,0.66901523277559,0.91132952536386
125,4,0.66588411419288,0.91116151033087
126,4,0.6695170745295,0.91365047766076
127,4,0.66669215241546,0.91226322484531
128,4,0.67471292373904,0.91820109630787
129,4,0.67408027431376,0.91793736237691
130,4,0.67656045617376,0.91952035491528
131,4,0.68124180705744,0.92400842203113
132,4,0.66457107826296,0.91163840941102
133,4,0.67349908404594,0.91829099064067
134,4,0.68370019716955,0.92168147096186
135,4,0.67618089988401,0.91512759919801
136,4,0.67907218287033,0.91527596210429
137,4,0.68345630442809,0.92112122467396
138,4,0.67681693666455,0.92039553020289
139,4,0.67762477542537,0.9157939661646
140,4,0.68234920402708,0.9150759137646
141,4,0.6891623752442,0.91892542214209
142,4,0.68983331836,0.92093491410184
143,4,0.6812391466711,0.91610874595274
144,4,0.69264128622614,0.92118117430701
145,4,0.70515882045016,0.93118848166326
146,4,0.7019840901577,0.9281689975213
147,4,0.71177229250398,0.93219024311076
148,4,0.70639934480271,0.92862214859699
149,4,0.71520418072794,0.93416847666502
150,4,0.71516054020794,0.93506384851564
151,4,0.71057981175884,0.93037782915596
152,4,0.72360625285598,0.94001506834532
153,4,0.72535939280322,0.94312689354855
154,4,0.72828593055313,0.9439060082912
155,4,0.7248654449687,0.93948149028458
156,4,0.72622228459293,0.94434780290619
157,4,0.72871490945239,0.94855720080625
158,4,0.72656070826619,0.94573229829932
159,4,0.72880906315654,0.95091766524075
160,4,0.74082755581312,0.95937722359922
161,4,0.72997078035597,0.95050566464131
162,4,0.74140058875036,0.95327410220248
163,4,0.73850355825976,0.95007097153209
164,4,0.74148101896285,0.94853522915699
165,4,0.74017022784984,0.95163383743727
166,4,0.74247125578504,0.95212821642908
167,4,0.7439253993061,0.95356554468525
168,4,0.74338543870263,0.95194880858009
169,4,0.74955784520927,0.95457878953192
170,4,0.75095857217986,0.95838624902587
171,4,0.75702071670246,0.96167608739985
172,4,0.75454697480319,0.9576987000057
173,4,0.76007194419516,0.9610961816849
174,4,0.75898249264531,0.96024167806102
175,4,0.75519579968926,0.95701727358539
176,4,0.76764958198913,0.96982322545444
177,4,0.76189561742575,0.96334585682574
178,4,0.76429126083332,0.95989604842078
179,4,0.75988998320249,0.95666911116274
180,4,0.75284527782868,0.95593556083275
181,4,0.76581910817862,0.96855141216586
182,4,0.7646821317149,0.96875517952214
183,4,0.76634555131828,0.96512017564846
184,4,0.76852769998276,0.97055120938723
185,4,0.76565688675478,0.96713015801484
186,4,0.77302248615743,0.97141700060494
187,4,0.76774571784802,0.96512347803841
188,4,0.76803787144067,0.9625031918502
189,4,0.77311861913979,0.96775882057576
190,4,0.76745420534425,0.96290618892042
191,4,0.76894535285285,0.95991294198556
192,4,0.77358944300567,0.96479074307605
193,4,0.77543129297165,0.97076517949619
194,4,0.77710135263978,0.97152211972572
195,4,0.77780322098205,0.97107849728333
196,4,0.78765419963337,0.97408101193694
197,4,0.78258371874839,0.96916240131145
198,4,0.78564280911549,0.96914023292691
199,4,0.78745296615704,0.96753082575833
200,4,0.79205533784585,0.97191834475165
201,4,0.79325407358365,0.97388610171138
202,4,0.78549383237585,0.96941252350476
203,4,0.79389187591133,0.97862335257965
204,4,0.79350555771974,0.97968290888536
205,4,0.79325523675072,0.97853521383719
206,4,0.79343577130279,0.98215486659283
207,4,0.79457556034672,0.9864827087508
208,4,0.79334497032947,0.98316700411535
209,4,0.79657201090863,0.97644950248151
210,4,0.80069053283178,0.97816974751036
211,4,0.7961828511104,0.97857733022794
212,4,0.79358532445636,0.98009814803408
213,4,0.80004455565893,0.98093864571601
214,4,0.79712660445416,0.9805006516616
215,4,0.81059022372375,0.98550332934617
216,4,0.80327828300364,0.9788581966494
217,4,0.80630888642385,0.97988140045312
218,4,0.80425992842994,0.97834661281333
219,4,0.80758164329978,0.97839464234914
220,4,0.80879416243051,0.97623563320386
221,4,0.81277477655999,0.98159042908899
222,4,0.81316565936473,0.983257558974
223,4,0.81360260684407,0.98177321322292
224,4,0.81893162915807,0.98447760978451
225,4,0.82409602618821,0.991005119686
226,4,0.82139625395822,0.99063660331642
227,4,0.82049887761991,0.98753078963241
228,4,0.81625744099172,0.98693180728447
229,4,0.81660498707577,0.98864870020216
230,4,0.80799741218892,0.98397655811688
231,4,0.80908863215353,0.98505058186892
232,4,0.80985512577857,0.98678560941408
233,4,0.81269488632446,0.9857694738022
234,4,0.82118625817095,0.98935917648341
235,4,0.81345752778293,0.98604468857705
236,4,0.82624858799592,0.992291085107
237,4,0.82232519313385,0.98967001165235
238,4,0.83043168663978,0.99459822500124
239,4,0.82780428343107,0.99548549270135
240,4,0.82820414481503,0.99484599526984
241,4,0.83204462249242,0.99668114718232
242,4,0.83523124354446,1.0015509568396
243,4,0.84878669440972,1.0079673337142
244,4,0.85229336390417,1.0099253877372
245,4,0.85539526149573,1.0118884425565
246,4,0.85740730536592,1.0116495211553
247,4,0.85885479452394,1.013907041463
248,4,0.8540960751365,1.0101280637971
249,4,0.85546898612655,1.0119199532074
250,4,0.85397849000674,1.0101023771339
251,4,0.862374418874,1.0109715129319
252,4,0.8538244629318,1.007540634284
253,4,0.86125828224918,1.0131454237401
254,4,0.86051133523058,1.0150657669969
255,4,0.86198437424187,1.0171699989653
256,4,0.8634206290006,1.0145752211044
257,4,0.86400236828311,1.0165101552792
258,4,0.86165597201393,1.0150569674895
259,4,0.86292979038392,1.0109932162832
260,4,0.86560232418715,1.0150692450414
261,4,0.86399228312539,1.0148913056902
262,4,0.8651296051747,1.017499747949
263,4,0.86175483690157,1.0153417138536
264,4,0.86610352920891,1.0175780278289
265,4,0.86765385676077,1.0182478969078
266,4,0.87430303328365,1.0226850852497
267,4,0.86326101322935,1.0143539384157
268,4,0.86654123858731,1.0183876145031
269,4,0.87133787521932,1.0203251598168
270,4,0.87193215744248,1.0167003829047
271,4,0.88249516246755,1.0226165337255
272,4,0.89332203086473,1.0308149315718
273,4,0.88904633472363,1.0303731397698
274,4,0.89040615160806,1.029701540158
275,4,0.88829667305515,1.0275110627305
276,4,0.89089911233724,1.0256030563687
277,4,0.89554643727215,1.0289851388798
278,4,0.89247343595841,1.0278797497996
279,4,0.88769647953017,1.0266462133109
280,4,0.89598190968322,1.0341169242212
281,4,0.89275273160733,1.0298746074128
282,4,0.88769877656199,1.0250678699757
283,4,0.89502070504287,1.029107213824
284,4,0.90110601200488,1.0310507812926
285,4,0.90036905089304,1.0319826290496
286,4,0.89448991967514,1.0303376237498
287,4,0.90221592718062,1.0372732974638
288,4,0.90616547455997,1.0424467373228
289,4,0.91470353949698,1.0458547053309
290,4,0.90946082004796,1.0390064062198
291,4,0.91234257117019,1.0335476151482
292,4,0.91534547320965,1.0371357968199
293,4,0.91112478089708,1.0388804659949
294,4,0.91213774210705,1.0376295741481
295,4,0.91351980042528,1.0366209990022
296,4,0.91656802299384,1.0395002613176
297,4,0.90642398024995,1.0359501224428
298,4,0.91766603493776,1.0460564265649
299,4,0.91980121602105,1.0447870250932
300,4,0.92308196135474,1.0415623572998
301,4,0.92569567764481,1.0409541628599
302,4,0.92919796371766,1.0455789422262
303,4,0.93585397421727,1.0455326625282
304,4,0.93980526298763,1.043794534195
305,4,0.94811441108401,1.0513378303758
306,4,0.95230427798052,1.0535854474257
307,4,0.95849947659045,1.0584579689157
308,4,0.95779874363251,1.0571512585789
309,4,0.95228584332402,1.051950945178
310,4,0.94577732269213,1.0496192844091
311,4,0.95280571643785,1.0562533217694
312,4,0.95214565306413,1.0547780905197
313,4,0.95640500358202,1.0537163637664
314,4,0.96589153964781,1.0557945133349
315,4,0.96578534849417,1.056017327342
316,4,0.96819751972185,1.062913159718
317,4,0.97246990125825,1.0695093472295
318,4,0.9689108120597,1.0656889258113
319,4,0.97036107681271,1.0631267363007
320,4,0.97233572812338,1.0615459741545
321,4,0.96608469565823,1.0535670227686
322,4,0.96398020992788,1.0571231650422
323,4,0.96156113933465,1.0580525695233
324,4,0.95925809671991,1.0571845611407
325,4,0.97244580508646,1.069295426844
326,4,0.96497415486367,1.0607863655864
327,4,0.96913867843489,1.0603442986597
328,4,0.97102722858862,1.0571559989821
329,4,0.97186838104682,1.0568118309565
330,4,0.98162315469216,1.0673495286452
331,4,0.98602315325737,1.0691106007051
332,4,0.98395852540444,1.0631119967198
333,4,0.98681871611633,1.062674590197
334,4,1.0004112949557,1.0742589283176
335,4,0.9889790260309,1.069125863826
336,4,0.99314984822152,1.0685822901977
337,4,0.98518781271793,1.0588761403163
338,4,0.9888842986156,1.0604854627526
339,4,1.0051429593631,1.0722037647442
340,4,0.99668367668457,1.0725002248769
341,4,0.98962933996345,1.0702452821967
342,4,0.99492137380034,1.0732624206697
343,4,0.99843530595784,1.0740769868988
344,4,0.99615709992258,1.0719043151943
345,4,0.99603082880401,1.0744519877879
346,4,0.98224212855857,1.0673205154893
347,4,0.98898484383367,1.0748680296127
348,4,0.99859436553489,1.0830083166738
349,4,0.99277523924951,1.0785791338439
350,4,1.0088413438023,1.0830963951866
351,4,1.0045355256638,1.0808659806788
352,4,1.0080320519391,1.0826401925723
353,4,1.0193063883191,1.0924325923147
354,4,1.0222666616466,1.0941638586776
355,4,1.0212695287403,1.0971895332151
356,4,1.0375166374531,1.107388145434
357,4,1.0296808482151,1.0980532058781
358,4,1.0270978113429,1.0907272742841
359,4,1.0339811394702,1.0942711343671
360,4,1.0327999385214,1.0945806201426
361,4,1.0413564209605,1.1022678515938
362,4,1.0424856381178,1.1048254285682
363,4,1.0326841269549,1.097630180195
364,4,1.0403067732452,1.1045445603987
365,4,1.0535928363115,1.1102664204083
366,4,1.0357184435607,1.0995036701424
367,4,1.0531075628823,1.1089848266943
368,4,1.0508683056381,1.1064131860779
369,4,1.0461468370322,1.1029630619733
370,4,1.0592666709044,1.1083934496213
371,4,1.0460560111946,1.0959285930274
372,4,1.0659473234995,1.1079103931346
373,4,1.062430264278,1.1084251254168
374,4,1.0431148696381,1.0971750120721
375,4,1.0620636376977,1.1128588336765
376,4,1.0495810305446,1.1035547055736
377,4,1.0615304284424,1.1121626298331
378,4,1.0654106547522,1.1171602153637
379,4,1.063796342578,1.1118954571674
380,4,1.0746782817925,1.1091081830212
381,4,1.0727144791083,1.1076665480904
382,4,1.0769527396686,1.119819421426
383,4,1.0863823963404,1.1264870071209
384,4,1.0798812130333,1.1186836246716
385,4,1.0768377897589,1.1113560801012
386,4,1.0814914994926,1.1116387466613
387,4,1.0852599237561,1.1164208738622
388,4,1.0838014746605,1.1142233042492
389,4,1.0808116235451,1.1196652267657
390,4,1.0811797613641,1.1223299805957
391,4,1.0870818198762,1.1223335255506
392,4,1.0821342128264,1.1162298210864
393,4,1.0786037211129,1.1144580958864
394,4,1.0831505223165,1.1182783990837
395,4,1.0783063414332,1.1144323676962
396,4,1.0854813010288,1.1203452399463
397,4,1.0793212872307,1.1153762504513
398,4,1.0773838436723,1.1189123689596
399,4,1.0859619731314,1.127847423842
400,4,1.087022561384,1.1242786363362
401,4,1.0790024336045,1.1138485332238
402,4,1.0875137754697,1.1229409500423
403,4,1.0804484303638,1.1207435894247
404,4,1.0815120384222,1.1168831526665
405,4,1.0961584299295,1.1247931734885
406,4,1.094903474425,1.1253735193206
407,4,1.0801013049496,1.122465652646
408,4,1.0932921971534,1.1330435503754
409,4,1.0850456628352,1.1262286287716
